site ID,"Depth
(m)",LL(%),PI,LI,e,K0,?'v (kPa),"Su(UCST)
(kPa)",St(UCST),"Su(VST)
(kPa)",St(VST),"ps
(MPa)",?'v /Pa,Su(UCST)/?'v,Su(VST)/?'v,ps/?'v
5,20,,19.3,,1.25,,179.1,,,51.5,3.9,0.52,1.7680157946693,,0.287548855388051,2.9034059184813
5,10.5,,18.7,,1.54,,108.9,,,,,1,1.07502467917078,,,9.18273645546373
5,12.5,,20.3,,1.56,,122.4,,,,,0.54,1.20829220138203,,,4.41176470588235
5,15.5,,21.6,,1.26,,145.3,,,,,0.68,1.43435340572557,,,4.67997247075017
5,18.5,,17.8,,1.11,,169.5,,,,,0.68,1.67324777887463,,,4.0117994100295
5,21.5,,14.4,,0.98,,193.8,,,,,0.85,1.91312931885489,,,4.3859649122807
5,11,,20.4,,1.36,,116.9,,,,,0.64,1.15399802566634,,,5.47476475620188
5,13,,17.3,,1.38,,131.4,,,,,0.91,1.29713721618954,,,6.92541856925419
5,15,,18.5,,1.12,,146.8,,,,,0.71,1.44916090819349,,,4.83651226158038
5,18,,16.5,,1.01,,171.4,,,,,0.74,1.69200394866732,,,4.31738623103851
5,21,,20.4,,1.13,,195.9,,,,,0.81,1.93385982230997,,,4.13476263399694
5,10,,13.8,,1.19,,84.8,,,,,0.93,0.837117472852912,,,10.9669811320755
5,12,,19.2,,1.37,,99.7,,,,,0.51,0.984205330700889,,,5.11534603811434
5,15,,18.3,,1.11,,123.2,,,,,0.71,1.21618953603159,,,5.76298701298701
5,17,,15.3,,0.96,,139.2,,,,,0.81,1.3741362290227,,,5.81896551724138
5,19,,18.7,,1.2,,155.2,,,,,0.85,1.53208292201382,,,5.47680412371134
5,21,,19.3,,1.25,,171.3,,,,,0.78,1.69101678183613,,,4.55341506129597
5,11,,18.2,,1.4,,110.1,,,,,0.58,1.08687068114511,,,5.26793823796549
5,14,,14.4,,1.11,,132.9,,,,,0.61,1.31194471865745,,,4.58991723100075
5,17,,23.8,,1.43,,156.2,,,49.5,3.8,0.74,1.54195459032577,,0.316901408450704,4.73751600512164
5,20,,16.3,,0.99,,179.5,,,40,3.1,0.85,1.77196446199408,,0.222841225626741,4.73537604456825
5,12,,13.5,,1.01,,124.9,,,,,0.58,1.2329713721619,,,4.64371497197758
5,14,,14.4,,1.09,,141.5,,,,,1.54,1.39684106614018,,,10.8833922261484
5,17,,19.6,,1.42,,163.4,,,,,0.71,1.61303060217177,,,4.34516523867809
5,20,,21.4,,1.39,,184.7,,,,,0.68,1.82329713721619,,,3.6816459122902
5,12,,16.7,,1.2,,121.5,,,,,0.58,1.19940769990128,,,4.77366255144033
5,13,,14.9,,1.23,,129.2,,,,,0.69,1.27541954590326,,,5.3405572755418
5,14,,19.9,,1.09,,136.8,,,,,1.05,1.35044422507404,,,7.67543859649123
5,18,,17.8,,1.07,,169.1,,,,,0.65,1.66929911154985,,,3.84387936132466
5,22,,18.2,,1.2,,201.3,,,,,0.78,1.98716683119447,,,3.87481371087928
5,10,,15.6,,1.16,,101.5,,,,,,1.00197433366239,,,
5,13,,17.2,,1.06,,125,,,,,,1.23395853899309,,,
5,15,,17.3,,1.06,,141.4,,,,,,1.39585389930898,,,
5,18,,14.8,,1.03,,166,,,,,,1.63869693978282,,,
5,21,,21.1,,1.17,,190.6,,,,,,1.88153998025666,,,
6,11.1,,14.9,,1.25,,109.6,,,,,,1.08193484698914,,,
6,11.6,,16.3,,1.21,,113.6,,,,,,1.12142152023692,,,
6,12.6,,19.2,,1.16,,121.4,,,,,,1.19842053307009,,,
6,13.1,,18,,1.08,,125.3,,,,,,1.23692003948667,,,
6,14.1,,21.4,,1.17,,133.1,,,,,,1.31391905231984,,,
6,16.1,,24.1,,1.46,,148.4,,,,,,1.4649555774926,,,
6,18.1,,19.5,,1.19,,163.7,,,,,,1.61599210266535,,,
6,20.1,,17.8,,1.16,,179,,,,,,1.7670286278381,,,
6,13.1,,18.4,,1.44,,129.5,,,,,,1.27838104639684,,,
6,14,,16.2,,1.03,,136.4,,,,,,1.34649555774926,,,
6,15.1,,17.1,,1.12,,145.1,,,,,,1.43237907206318,,,
6,16,,20.1,,1.14,,152.4,,,,,,1.50444225074038,,,
6,18,,16.4,,1.02,,168.7,,,,,,1.66535044422507,,,
6,20,,17.4,,1.1,,185,,,,,,1.82625863770977,,,
6,13.1,,17.5,,1.15,,,,,55,,,,,,
6,14.1,,18.1,,1.04,,,,,,,,,,,
6,16.1,,22.5,,1.4,,,,,35.9,3.7,,,,,
6,18.1,,22.6,,1.19,,,,,42.1,4,,,,,
6,20.1,,20.9,,1.13,,,,,43.8,,,,,,
6,13.1,,12.8,,1.09,,129.8,,,,,,1.28134254689042,,,
6,14.1,,12,,0.98,,137.8,,,,,,1.36031589338598,,,
6,15.1,,14.3,,0.99,,146,,,,,,1.44126357354393,,,
6,16.1,,15,,0.97,,154.2,,,,,,1.52221125370188,,,
6,17.1,,18.1,,1.17,,162.5,,,,,,1.60414610069102,,,
6,18.1,,18.4,,1.13,,170.7,,,,,,1.68509378084896,,,
6,19.1,,17.2,,1.12,,178.9,,,,,,1.76604146100691,,,
6,20.1,,20.2,,1.18,,187.1,,,,,,1.84698914116486,,,
6,21.1,,17.9,,1.07,,195.3,,,,,,1.9279368213228,,,
6,12.5,,13.6,,1,,125.5,,,,,,1.23889437314906,,,
6,13,,15.4,,0.92,,129.8,,,,,,1.28134254689042,,,
6,14,,13,,0.99,,138.4,,,,,,1.36623889437315,,,
6,16,,14.2,,0.97,,155.5,,,,,,1.5350444225074,,,
6,18,,14.9,,0.97,,172.6,,,,,,1.70384995064166,,,
6,20,,15,,1,,189.7,,,,,,1.87265547877591,,,
6,11.1,,18.9,,1.34,,112,,,,,,1.10562685093781,,,
6,12.1,,18.9,,1.41,,119.2,,,,,,1.17670286278381,,,
6,13.1,,20.6,,1.4,,126.4,,,,,,1.24777887462981,,,
6,14.1,,20.1,,1.36,,133.6,,,,,,1.31885488647581,,,
6,15.1,,21.9,,1.27,,141.5,,,,,,1.39684106614018,,,
6,16.1,,17.4,,1.15,,149.8,,,,,,1.47877591312932,,,
6,17.1,,17.4,,1.09,,158.1,,,,,,1.56071076011846,,,
6,18.1,,18,,1.08,,166.3,,,,,,1.64165844027641,,,
6,19.1,,12,,0.93,,174.6,,,,,,1.72359328726555,,,
6,20.1,,15.8,,0.95,,182.8,,,,,,1.80454096742349,,,
6,21.1,,11.1,,0.91,,191.1,,,,,,1.88647581441264,,,
6,22.1,,17.8,,1.14,,199.4,,,,,,1.96841066140178,,,
6,10,,20,,1.43,,102.4,,,,,0.98,1.01085883514314,,,9.5703125
6,11.5,,12.8,,1.04,,113.9,,,,,0.63,1.1243830207305,,,5.53116769095698
6,13,,17.3,,1.14,,125.3,,,,,0.63,1.23692003948667,,,5.02793296089386
6,14.5,,20.6,,1.35,,136.6,,,,,0.63,1.34846989141165,,,4.61200585651537
6,15.5,,18.3,,1.2,,144.1,,,,,0.63,1.42250740375123,,,4.37196391394865
6,16,,23.5,,1.42,,147.9,,,,,0.69,1.46001974333662,,,4.66531440162272
6,16.5,,20,,1.31,,151.7,,,,,0.79,1.49753208292201,,,5.20764667106131
6,17,,21,,1.27,,155.4,,,,,0.79,1.53405725567621,,,5.08365508365508
6,19.5,,20.4,,1.22,,174.3,,,,,0.89,1.72063178677196,,,5.1061388410786
6,12,,19.3,,1.18,,115.3,,,,,,1.13820335636723,,,
6,14,,18.2,,1.2,,130.8,,,,,,1.29121421520237,,,
6,16,,17.4,,1.01,,147.6,,,,,,1.45705824284304,,,
6,18,,17.7,,1.04,,164.7,,,,,,1.6258637709773,,,
6,20.5,,13.3,,0.93,,186,,,,,,1.83613030602172,,,
6,13,,17.7,,1.34,,130.5,,,55,,1.21,1.28825271470879,,0.421455938697318,9.272030651341
6,14.5,,18.4,,1.16,,141.6,,,,,0.79,1.39782823297137,,,5.57909604519774
6,16,,21.6,,1.37,,153.1,,,35.9,3.7,0.84,1.51135241855874,,0.234487263226649,5.48661005878511
6,18,,19.4,,1.2,,168.3,,,42.1,4,0.94,1.6614017769003,,0.250148544266191,5.58526440879382
6,20,,19.3,,1.25,,183.5,,,43.8,,0.94,1.81145113524186,,0.238692098092643,5.12261580381471
6,12.5,,15.8,,1.22,,127.7,,,,,,1.26061204343534,,,
6,14,,18.7,,1.26,,139.2,,,,,,1.3741362290227,,,
6,18,,17.7,,1.17,,171,,,,,,1.68805528134255,,,
6,20,,14.7,,1,,186.9,,,,,,1.84501480750247,,,
6,11.5,,14.8,,1.2,,118.6,,,,,,1.17077986179664,,,
6,13,,19.8,,1.35,,129.9,,,,,,1.28232971372162,,,
6,15,,17.5,,1.19,,145.2,,,,,,1.43336623889437,,,
6,17,,19.9,,1.24,,160.8,,,,,,1.58736426456071,,,
6,18.5,,19.2,,1.22,,172.5,,,,,,1.70286278381046,,,
6,20,,18,,1.09,,184.2,,,,,,1.81836130306022,,,
7,11,,21.4,,1.39,,110.5,,,,,0.58,1.09081934846989,,,5.24886877828054
7,12,,21.9,,1.47,,117.7,,,38.6,3.9,0.64,1.16189536031589,,0.327952421410365,5.4375531011045
7,13,,18.9,,1.31,,124.8,,,42,3.5,0.64,1.2319842053307,,0.336538461538462,5.12820512820513
7,14.2,,18.3,,1.04,,133.8,,,43.7,3.6,0.68,1.3208292201382,,0.32660687593423,5.08221225710015
7,15,,20.6,,1.29,,140.1,,,45.9,3.7,0.85,1.38302073050346,,0.32762312633833,6.06709493219129
7,16,,20.9,,1.3,,147.9,,,47.8,3.8,0.81,1.46001974333662,,0.323191345503719,5.47667342799189
7,17,,22.5,,1.35,,155.8,,,49.6,3.8,0.88,1.53800592300099,,0.318356867779204,5.64826700898588
7,18,,23.4,,1.36,,163.6,,,48.7,3.9,0.85,1.61500493583416,,0.297677261613692,5.19559902200489
7,19,,13,,0.94,,171.5,,,50.4,3.8,0.88,1.69299111549852,,0.293877551020408,5.13119533527697
7,20,,14.4,,1,,179.3,,,49.1,3.8,0.91,1.76999012833169,,0.273842721695482,5.07529280535416
7,21,,18,,1.14,,187.2,,,51.7,3.9,0.88,1.84797630799605,,0.276175213675214,4.7008547008547
7,22,,20.1,,1.24,,195,,,52.9,3.9,0.91,1.92497532082922,,0.271282051282051,4.66666666666667
7,11,,24.2,,1.58,,105.3,,,,,,1.03948667324778,,,
7,12.5,,20.3,,1.46,,115.8,,,,,,1.1431391905232,,,
7,13.5,,18.9,,1.33,,122.8,,,,,,1.21224086870681,,,
7,14.5,,19.7,,1.15,,130.2,,,,,,1.2852912142152,,,
7,15.5,,22,,1.18,,137.9,,,,,,1.36130306021718,,,
7,16.5,,25,,1.42,,145.5,,,,,,1.43632773938796,,,
7,17.5,,22.8,,1.26,,153.2,,,,,,1.51233958538993,,,
7,18.5,,22.5,,1.33,,160.8,,,,,,1.58736426456071,,,
7,19.5,,23.3,,1.37,,168.5,,,,,,1.66337611056269,,,
7,20.5,,17.7,,1.12,,176.1,,,,,,1.73840078973347,,,
7,21.5,,18.1,,1.12,,183.8,,,,,,1.81441263573544,,,
7,10,,18.7,,1.41,,98.7,,,37.5,3.9,0.52,0.974333662388944,,0.379939209726444,5.26849037487335
7,11,,22.9,,1.35,,105.8,,,40,3.7,0.58,1.04442250740375,,0.378071833648393,5.4820415879017
7,12,,22.5,,1.47,,112.9,,,39.1,3.9,0.64,1.11451135241856,,0.346324180690877,5.66873339238264
7,13,,15.3,,0.95,,120,,,41.4,3.8,0.58,1.18460019743337,,0.345,4.83333333333333
7,14,,18,,1.15,,128,,,46.9,3.9,0.91,1.26357354392892,,0.36640625,7.109375
7,15,,16,,1.02,,135.9,,,48.9,3.9,0.74,1.34155972359329,,0.359823399558499,5.44518027961737
7,16,,19.2,,1.26,,143.9,,,47,3.9,0.71,1.42053307008885,,0.326615705350938,4.93398193189715
7,17,,20.5,,1.25,,151.8,,,47.8,3.8,0.81,1.49851924975321,,0.314888010540184,5.33596837944664
7,18,,19.8,,1.24,,159.8,,,49.4,3.9,0.78,1.57749259624877,,0.309136420525657,4.8811013767209
7,19,,18.3,,1.11,,167.8,,,50.1,3.9,0.81,1.65646594274432,,0.298569725864124,4.82717520858165
7,20,,21.6,,1.28,,175.7,,,51.6,3.9,0.91,1.73445212240869,,0.293682413204326,5.1792828685259
7,21,,17,,1.06,,183.7,,,50.5,3.9,0.85,1.81342546890424,,0.27490473598258,4.62710941752858
8,8.5,,14.9,,1.17,,78.7,,,,,,0.776900296150049,,,
8,9.5,,22.2,,1.33,,86,,,,,,0.848963474827246,,,
8,10.5,,22,,1.49,,93.4,,,,,,0.922013820335637,,,
8,13.5,,15.7,,1.05,,115.5,,,,,,1.14017769002962,,,
8,17,,16.2,,1.06,,144.9,,,,,,1.43040473840079,,,
8,20,,15.5,,0.94,,170.2,,,,,,1.68015794669299,,,
8,9,,13.3,,1.02,,86.5,,,,,,0.853899308983218,,,
8,10,,23,,1.4,,94,,,,,,0.927936821322803,,,
8,11,,21.2,,1.39,,101.4,,,,,,1.00098716683119,,,
8,12,,21.9,,1.35,,108.9,,,,,,1.07502467917078,,,
8,13,,21.7,,1.33,,116.4,,,,,,1.14906219151037,,,
8,14,,19.9,,1.23,,124,,,,,,1.22408687068115,,,
8,15,,21.2,,1.27,,131.8,,,,,,1.30108588351431,,,
8,16,,20.3,,1.2,,139.5,,,,,,1.37709772951629,,,
8,17,,19.6,,1.2,,147.3,,,,,,1.45409674234946,,,
8,18,,18.8,,1.15,,155.1,,,,,,1.53109575518263,,,
8,19,,20.4,,1.19,,162.8,,,,,,1.6071076011846,,,
8,20,,19.8,,1.19,,170.6,,,,,,1.68410661401777,,,
8,21,,19,,1.17,,178.4,,,,,,1.76110562685094,,,
8,9.5,,13.5,,1.09,,88.1,,,,,,0.86969397828233,,,
8,12,,18.9,,1.32,,107.3,,,,,,1.05923000987167,,,
8,12.5,,15.8,,1.22,,111.1,,,,,,1.09674234945706,,,
8,18,,17.6,,1.11,,154.9,,,,,,1.52912142152024,,,
8,11.5,,20.7,,1.33,,110.7,,,,,0.86,1.09279368213228,,,7.76874435411021
8,12.5,,21,,1.31,,118,,,,,0.68,1.16485686080948,,,5.76271186440678
8,13.5,,21.5,,1.39,,125.4,,,,,0.68,1.23790720631787,,,5.42264752791069
8,14.5,,19.3,,1.1,,133.2,,,,,0.68,1.31490621915104,,,5.10510510510511
8,15.5,,21.3,,1.25,,141.3,,,,,0.68,1.39486673247779,,,4.81245576786978
8,16.5,,22.9,,1.23,,149.5,,,,,0.75,1.47581441263574,,,5.01672240802676
8,17.5,,18.8,,1.1,,157.6,,,,,0.74,1.55577492596249,,,4.69543147208122
8,18.5,,20.8,,1.21,,165.7,,,,,0.78,1.63573543928924,,,4.70730235365118
8,19.5,,15.7,,0.95,,173.9,,,,,0.83,1.71668311944719,,,4.77285796434733
8,20.5,,16.2,,0.98,,182,,,,,0.85,1.79664363277394,,,4.67032967032967
8,21.5,,17,,0.98,,190.2,,,,,0.95,1.87759131293189,,,4.99474237644585
8,11,,15.5,,1.08,,108.4,,,,,,1.07008884501481,,,
8,13,,15.6,,1.07,,124.7,,,,,,1.23099703849951,,,
8,17,,17.9,,1.04,,158.8,,,,,,1.56762092793682,,,
8,21,,14.9,,0.93,,193.1,,,,,,1.90621915103653,,,
8,12,,19.1,,1.34,,111.6,,,,,,1.10167818361303,,,
8,13,,19.1,,1.13,,118.9,,,,,,1.17374136229023,,,
8,14,,18.9,,1.09,,127.4,,,,,,1.25765054294176,,,
8,15,,17.4,,1.01,,135.9,,,,,,1.34155972359329,,,
8,16,,19.4,,1.07,,144.4,,,,,,1.42546890424482,,,
8,17,,16.4,,1.04,,152.9,,,,,,1.50937808489635,,,
8,18,,16.6,,0.95,,161.5,,,,,,1.59427443237907,,,
8,19,,14.3,,0.88,,170,,,,,,1.6781836130306,,,
8,20,,15,,0.9,,178.5,,,,,,1.76209279368213,,,
8,21,,13,,0.93,,187,,,,,,1.84600197433366,,,
9,13.5,,16.1,,1.01,,137,,,,,0.58,1.35241855873643,,,4.23357664233577
9,12.5,,18.1,,1.36,,,,,,,,,,,
9,12.5,,19.9,,1.3,,,,,,,,,,,
9,14,,21.3,,1.38,,,,,,,,,,,
10,12,,16.1,,1.17,,124,,,,,,1.22408687068115,,,
10,13,,21.4,,1.39,,131.6,,,,,,1.29911154985193,,,
10,14,,14.9,,1.14,,139.2,,,,,,1.3741362290227,,,
10,15,,16,,1.24,,146.8,,,,,,1.44916090819349,,,
10,12.5,,15.6,,1.24,,126.4,,,,,,1.24777887462981,,,
10,13.5,,14.7,,1.21,,134,,,,,,1.32280355380059,,,
10,12,,14.3,,1.15,,117.3,,,,,0.58,1.15794669299112,,,4.94458653026428
10,13,,20.2,,1.41,,124.8,,,,,0.81,1.2319842053307,,,6.49038461538462
10,11.5,,21.9,,1.4,,122.7,,,,,0.58,1.21125370187562,,,4.72697636511817
10,12.5,,19.3,,1.32,,129.9,,,,,0.68,1.28232971372162,,,5.23479599692071
10,13.5,,18,,1.38,,137.1,,,,,0.8,1.35340572556762,,,5.83515681983953
10,11,,18.4,,1.51,,105.4,,,,,,1.04047384007897,,,
10,12,,14.9,,1.18,,112.7,,,,,,1.11253701875617,,,
10,13,,17.9,,1.35,,119.9,,,,,,1.18361303060217,,,
10,12.5,,17.6,,1.31,,128.2,,,,,,1.26554787759131,,,
10,13.5,,19.1,,1.37,,135.5,,,,,,1.33761105626851,,,
10,11,,16.2,,1.26,,107.7,,,,,,1.06317867719645,,,
10,12,,18.8,,1.33,,115.1,,,,,,1.13622902270484,,,
10,13,,20,,1.39,,122.4,,,,,,1.20829220138203,,,
10,12.5,,22.8,,1.79,,131,,,,,,1.29318854886476,,,
10,14,,17.7,,1.41,,140.9,,,,,,1.39091806515301,,,
11,12,,14.3,,1.15,,116.1,,,35,3.4,,1.14610069101678,,0.301464254952627,
11,13,,17.6,,1.31,,123.8,,,32.2,3.3,,1.22211253701876,,0.260096930533118,
11,14,,15.4,,1.03,,131.4,,,35.7,3.5,,1.29713721618954,,0.271689497716895,
11,17,,18,,1.13,,156.1,,,40.2,3.6,,1.54096742349457,,0.257527226137092,
11,20,,18.1,,1.04,,180.8,,,48,3.9,,1.78479763079961,,0.265486725663717,
11,11.5,,17.2,,1.38,,113.2,,,,,0.52,1.11747285291214,,,4.59363957597173
11,12.5,,17.2,,1.3,,120.6,,,,,0.71,1.19052319842053,,,5.88723051409619
11,13.5,,19.9,,1.32,,127.9,,,,,0.54,1.26258637709773,,,4.22204847537138
11,14.5,,18.1,,1.31,,135.2,,,,,0.54,1.33464955577493,,,3.99408284023669
11,15.5,,15.7,,1.05,,143.3,,,,,0.78,1.41461006910168,,,5.44312630844382
11,16.5,,15.5,,0.98,,151.8,,,,,0.7,1.49851924975321,,,4.61133069828722
11,17.5,,14.2,,0.94,,160.3,,,,,0.61,1.58242843040474,,,3.80536494073612
11,18.5,,14.6,,0.95,,168.9,,,,,0.64,1.66732477788746,,,3.78922439313203
11,19.5,,12.3,,0.97,,177.4,,,,,0.68,1.75123395853899,,,3.83314543404735
11,20.5,,15.6,,1.03,,185.9,,,,,0.68,1.83514313919052,,,3.6578805809575
11,21.5,,13.5,,0.97,,194.4,,,,,0.71,1.91905231984205,,,3.6522633744856
11,12,,19,,1.31,,119.3,,,,,0.81,1.17769002961501,,,6.78960603520537
11,13,,20.6,,1.36,,126.7,,,,,0.34,1.2507403751234,,,2.6835043409629
11,14,,17.8,,1.31,,134,,,,,0.44,1.32280355380059,,,3.28358208955224
11,15,,16.7,,0.98,,141.9,,,,,0.64,1.40078973346496,,,4.51021846370684
11,17,,20.2,,1.21,,158.4,,,,,0.68,1.56367226061204,,,4.29292929292929
11,19,,15,,1,,174.8,,,,,0.74,1.72556762092794,,,4.23340961098398
11,21,,19.9,,1.1,,191.3,,,,,0.74,1.88845014807503,,,3.86826973340303
11,11.5,,18.1,,1.36,,114.6,,,,,0.85,1.13129318854886,,,7.41710296684119
11,12.5,,18.9,,1.33,,122,,,,,0.54,1.20434353405726,,,4.42622950819672
11,13.5,,17.6,,1.32,,129.3,,,,,0.52,1.27640671273445,,,4.02165506573859
11,14.5,,17.4,,1.05,,136.7,,,,,0.64,1.34945705824284,,,4.68178493050476
11,16.5,,22.9,,1.34,,152.8,,,,,0.54,1.50839091806515,,,3.53403141361257
11,18.5,,17.4,,1.17,,168.9,,,,,0.64,1.66732477788746,,,3.78922439313203
11,20.5,,15.1,,0.95,,185,,,,,0.74,1.82625863770977,,,4
11,11.5,,14.6,,1.2,,110.5,,,,,0.54,1.09081934846989,,,4.8868778280543
11,12.5,,19.2,,1.34,,117.8,,,,,1.18,1.16288252714709,,,10.0169779286927
11,13.5,,17.6,,1.39,,125.2,,,,,0.54,1.23593287265548,,,4.31309904153355
11,14.5,,17.2,,1.13,,133.4,,,,,0.58,1.31688055281343,,,4.34782608695652
11,15.5,,19.1,,1.22,,141.7,,,,,0.64,1.39881539980257,,,4.5165843330981
11,16.5,,18,,1.07,,149.9,,,,,0.78,1.47976307996051,,,5.20346897931955
11,18.5,,15.1,,0.99,,166.4,,,,,0.71,1.6426456071076,,,4.26682692307692
11,20.5,,14.4,,0.93,,182.9,,,,,0.81,1.80552813425469,,,4.42864953526517
11,12,,19.4,,1.34,,115.7,,,,,0.77,1.142152023692,,,6.65514261019879
11,13,,20.4,,1.31,,123.1,,,,,0.51,1.21520236920039,,,4.1429731925264
11,14,,18.9,,1.31,,130.4,,,,,0.58,1.28726554787759,,,4.4478527607362
11,15,,16.6,,1.01,,138.1,,,,,0.74,1.36327739387957,,,5.3584359160029
11,16,,24.6,,1.45,,146,,,,,0.68,1.44126357354393,,,4.65753424657534
11,18,,22.8,,1.24,,161.8,,,,,0.68,1.59723593287266,,,4.20271940667491
11,20,,19.8,,1.13,,177.6,,,,,0.74,1.75320829220138,,,4.16666666666667
11,22,,17.1,,1.05,,193.3,,,,,0.74,1.90819348469891,,,3.82824624935334
11,11.5,,21.7,,1.34,,112.8,,,,,0.84,1.11352418558736,,,7.4468085106383
11,12.5,,22,,1.48,,120,,,,,0.58,1.18460019743337,,,4.83333333333333
11,13.5,,19.1,,1.33,,127.2,,,,,0.67,1.25567620927937,,,5.26729559748428
11,14.5,,18.3,,1.04,,134.9,,,,,0.54,1.33168805528134,,,4.00296515937732
11,16.5,,19.4,,1.18,,151.2,,,,,0.68,1.49259624876604,,,4.4973544973545
11,18.5,,15.1,,1.01,,167.5,,,,,0.64,1.65350444225074,,,3.82089552238806
11,20.5,,16.4,,1.1,,183.9,,,,,0.71,1.81539980256663,,,3.86079390973355
11,12,,19.4,,1.41,,117.7,,,,,0.64,1.16189536031589,,,5.4375531011045
11,13,,17.8,,1.32,,124.9,,,,,0.69,1.2329713721619,,,5.5244195356285
11,14,,22.7,,1.39,,132,,,,,0.64,1.3030602171767,,,4.84848484848485
11,17,,18.3,,1.19,,155.3,,,,,0.74,1.53307008884502,,,4.76497102382486
11,20,,18.9,,1.15,,178.9,,,,,0.92,1.76604146100691,,,5.14253773057574
11,12,,19.7,,1.4,,119.6,,,,,0.54,1.18065153010859,,,4.51505016722408
11,13,,20,,1.36,,126.8,,,,,0.54,1.25172754195459,,,4.25867507886435
11,14,,17.8,,1.21,,134,,,,,0.68,1.32280355380059,,,5.07462686567164
11,17,,17.3,,1.1,,157.6,,,,,0.78,1.55577492596249,,,4.9492385786802
11,20,,17.6,,1.18,,181.3,,,,,0.72,1.78973346495558,,,3.97131825703254
12,12,,18.6,,1.36,,,,,,,,,,,
12,14,,20.1,,1.11,,,,,,,,,,,
12,17,,17.5,,1.06,,,,,,,,,,,
12,20,,17.8,,1.14,,,,,,,,,,,
12,23,,17.3,,1.16,,,,,,,,,,,
12,13,,19.3,,1.31,,,,,,,,,,,
12,16,,19.7,,1.21,,,,,,,,,,,
12,17,,17.7,,1.12,,,,,,,,,,,
12,18,,14.6,,0.99,,,,,,,,,,,
12,19,,17.1,,1.09,,,,,,,,,,,
12,20,,14.9,,1.02,,,,,,,,,,,
12,21,,17.4,,1.14,,,,,,,,,,,
12,11,,20.4,,1.36,,,,,,,,,,,
12,13,,17.6,,1.19,,,,,,,,,,,
12,15,,17.8,,1.2,,,,,,,,,,,
12,18,,17.3,,1.2,,,,,,,,,,,
12,21,,18.9,,1.12,,,,,,,,,,,
12,10,,19.3,,1.4,,,,,,,,,,,
12,12,,18,,1.35,,,,,,,,,,,
12,15,,19.7,,1.25,,,,,,,,,,,
12,18,,14.7,,0.92,,,,,,,,,,,
12,21,,14.8,,0.99,,,,,,,,,,,
12,10,,14,,1,,,,,,,,,,,
12,12,,18.4,,1.3,,,,,,,,,,,
12,14,,17.6,,1.31,,,,,,,,,,,
12,15,,14.4,,1,,,,,,,,,,,
12,16,,16.7,,1.06,,,,,,,,,,,
12,17,,15.1,,0.99,,,,,,,,,,,
12,18,,13.9,,1.07,,,,,,,,,,,
12,19,,16.8,,1.05,,,,,,,,,,,
12,20,,16.7,,1.06,,,,,,,,,,,
12,21,,15.2,,1.04,,,,,,,,,,,
12,12,,17.4,,1.3,,,,,,,,,,,
12,14,,12.5,,1.01,,,,,,,,,,,
12,16,,17.5,,1.03,,,,,,,,,,,
12,17.5,,18,,1.06,,,,,,,,,,,
12,19,,17.5,,1.04,,,,,,,,,,,
12,21,,12.9,,0.95,,,,,,,,,,,
12,11.5,,18.6,,1.31,,,,,,,,,,,
12,13,,20.9,,1.46,,,,,,,,,,,
12,14.5,,14.4,,1.11,,,,,,,,,,,
12,16,,17.7,,1.11,,,,,,,,,,,
12,18,,18.3,,1.19,,,,,,,,,,,
12,20,,15.8,,0.99,,,,,,,,,,,
12,22,,16.5,,1.04,,,,,,,,,,,
12,11,,12.7,,1.13,,,,,,,,,,,
12,13,,20.6,,1.43,,,,,,,,,,,
12,14.5,,17.5,,1.18,,,,,,,,,,,
12,16,,18.4,,1.15,,,,,,,,,,,
12,18,,17.4,,1.02,,,,,,,,,,,
12,20,,17.5,,1.07,,,,,,,,,,,
12,22,,17.6,,1.16,,,,,,,,,,,
12,23.5,,18,,1.15,,,,,,,,,,,
12,10,,13.3,,1.11,,,,,,,,,,,
12,12,,20,,1.43,,,,,,,,,,,
12,13.5,,17.9,,1.35,,,,,,,,,,,
12,15,,17.5,,1.06,,,,,,,,,,,
12,17,,12.9,,1.03,,,,,,,,,,,
12,19,,14.3,,1.08,,,,,,,,,,,
12,21,,16.3,,1.07,,,,,,,,,,,
12,11,,16.4,,1.18,,,,,,,,,,,
12,13,,17.5,,1.51,,,,,,,,,,,
12,14.5,,19.2,,1.33,,,,,,,,,,,
12,16,,16.8,,1.04,,,,,,,,,,,
12,18,,15.7,,1.02,,,,,,,,,,,
12,20,,15.4,,1.02,,,,,,,,,,,
12,22,,17.4,,1.06,,,,,,,,,,,
13,12,45.3,21.2,1.49,1.56,,112.3,,,,,0.8,1.10858835143139,,,7.12377560106857
13,14,45,22.3,1.1,1.35,,126.3,,,,,0.8,1.24679170779862,,,6.33412509897071
13,16,36.4,15.3,0.86,1,,142,31,3.9,,,0.8,1.40177690029615,0.21830985915493,,5.63380281690141
13,18,42.1,17.7,1.03,1.2,,158.2,,,,,0.8,1.56169792694965,,,5.05689001264223
13,20,40.4,17.4,0.81,1.05,0.51,174.3,,,,,0.8,1.72063178677196,,,4.58978772231784
13,22,36.8,16.3,0.79,0.96,,191.3,,,,,0.9,1.88845014807503,,,4.70465237846315
13,24,35.7,15.4,0.71,0.91,,208.8,,,,,0.9,2.06120434353406,,,4.31034482758621
13,26,34.7,13.9,0.99,0.99,0.45,226.2,,,,,1.1,2.2329713721619,,,4.86295313881521
13,28,31.6,12.9,0.74,0.83,,243.9,,,,,1,2.40769990128332,,,4.10004100041
